forme;predicat;date;lieux;titre;article_url;lieux_detail;lieux_urls
Maxime Lelièvre;démissionne;2017-10-12 00:00:00;Essonne , Châteaubriant;Châteaubriant. Maxime Lelièvre démissionne du conseil municipal;http://troove.ouest-france.fr/article/MjAxN2I5OTg0YjkzYTE4MmNmYTk1NzcxODNhYzIyZTI4MGM3NQ;[{'id': 'VgM8X0tGSQGjGeZtpXC-uA', 'zone': '0', 'debut': 0, 'fin': 13, 'position': [-1.386648, 47.722157], 'departement': 'A1WTH52iRi-XwyLykBjyVw', 'forme': 'Châteaubriant'}, {'id': 'EUnXFNAVRf6sOI5A6thAuw', 'zone': '1', 'debut': 201, 'fin': 208, 'forme': 'Essonne'}, {'id': 'VgM8X0tGSQGjGeZtpXC-uA', 'zone': '2', 'debut': 274, 'fin': 287, 'position': [-1.386648, 47.722157], 'departement': 'A1WTH52iRi-XwyLykBjyVw', 'forme': 'Châteaubriant'}, {'id': 'VgM8X0tGSQGjGeZtpXC-uA', 'zone': '2', 'debut': 406, 'fin': 419, 'position': [-1.386648, 47.722157], 'departement': 'A1WTH52iRi-XwyLykBjyVw', 'forme': 'Châteaubriant'}, {'id': 'VgM8X0tGSQGjGeZtpXC-uA', 'zone': 'geographie', 'debut': 0, 'fin': 13, 'position': [-1.386648, 47.722157], 'departement': 'A1WTH52iRi-XwyLykBjyVw', 'forme': 'Châteaubriant'}];http://troove.ouest-france.fr/lieu/EUnXFNAVRf6sOI5A6thAuw?Essonne http://troove.ouest-france.fr/lieu/VgM8X0tGSQGjGeZtpXC-uA?Châteaubriant
Laurence Nicol;démissionné;2017-06-15 00:00:00;Lamballe , Erquy;<p>Conseil municipal. Laurence Nicol a démissionné</p>;http://troove.ouest-france.fr/article/MjAxN2FlMTMxYzZiZTQ0MzhmNDdkYTg1ODhhMTAyYWZiMjFlZQ;[{'id': 'pb6A-SV4Q6m9VXW1LS67nw', 'zone': '1', 'debut': 820, 'fin': 828, 'position': [-2.4953482, 48.46844], 'departement': '2FUGnWnzQkmIxSdWQi4OrQ', 'forme': 'Lamballe'}, {'id': 'pb6A-SV4Q6m9VXW1LS67nw', 'zone': '1', 'debut': 906, 'fin': 914, 'position': [-2.4953482, 48.46844], 'departement': '2FUGnWnzQkmIxSdWQi4OrQ', 'forme': 'Lamballe'}, {'id': 'TX6WpaxyQAeLEgrIfC1LQg', 'zone': 'geographie', 'debut': 0, 'fin': 5, 'position': [-2.4585845, 48.61942], 'departement': '2FUGnWnzQkmIxSdWQi4OrQ', 'forme': 'Erquy'}];http://troove.ouest-france.fr/lieu/TX6WpaxyQAeLEgrIfC1LQg?Erquy http://troove.ouest-france.fr/lieu/pb6A-SV4Q6m9VXW1LS67nw?Lamballe
René de Smet;adjoint;2017-11-23 00:00:00;Portbail , Saint-Vaast-la-Hougue , Manche;<p>Portbail. Conseil municipal</p> <p>Démission du troisième adjoint</p>;http://troove.ouest-france.fr/article/MjAxN2I0NWMwNjZkNWExY2JmMDk5MDI4NmU1YmYzNGU4NDViNw;[{'id': '8jp6XCOFTtSR-nbfK7TcOg', 'zone': '0', 'debut': 3, 'fin': 11, 'position': [-1.6954165, 49.35204], 'departement': 'Zq-A4qh_Qkqm5NMj9QTogg', 'forme': 'Portbail'}, {'id': '2qkytkdySLu-hZko4yZhHQ', 'zone': '2', 'debut': 2819, 'fin': 2840, 'position': [-1.2730689, 49.59935], 'departement': 'Zq-A4qh_Qkqm5NMj9QTogg', 'forme': 'Saint-Vaast-la-Hougue'}, {'id': '8jp6XCOFTtSR-nbfK7TcOg', 'zone': '2', 'debut': 2844, 'fin': 2852, 'position': [-1.6954165, 49.35204], 'departement': 'Zq-A4qh_Qkqm5NMj9QTogg', 'forme': 'Portbail'}, {'id': 'Zq-A4qh_Qkqm5NMj9QTogg', 'zone': '2', 'debut': 2917, 'fin': 2923, 'forme': 'Manche'}, {'id': '8jp6XCOFTtSR-nbfK7TcOg', 'zone': 'geographie', 'debut': 0, 'fin': 8, 'position': [-1.6954165, 49.35204], 'departement': 'Zq-A4qh_Qkqm5NMj9QTogg', 'forme': 'Portbail'}];http://troove.ouest-france.fr/lieu/2qkytkdySLu-hZko4yZhHQ?Saint-Vaast-la-Hougue http://troove.ouest-france.fr/lieu/Zq-A4qh_Qkqm5NMj9QTogg?Manche http://troove.ouest-france.fr/lieu/8jp6XCOFTtSR-nbfK7TcOg?Portbail
Anne Dupont;démissionne;2017-11-23 00:00:00;Portbail , Saint-Vaast-la-Hougue , Manche;<p>Portbail. Conseil municipal</p> <p>Démission du troisième adjoint</p>;http://troove.ouest-france.fr/article/MjAxN2I0NWMwNjZkNWExY2JmMDk5MDI4NmU1YmYzNGU4NDViNw;[{'id': '8jp6XCOFTtSR-nbfK7TcOg', 'zone': '0', 'debut': 3, 'fin': 11, 'position': [-1.6954165, 49.35204], 'departement': 'Zq-A4qh_Qkqm5NMj9QTogg', 'forme': 'Portbail'}, {'id': '2qkytkdySLu-hZko4yZhHQ', 'zone': '2', 'debut': 2819, 'fin': 2840, 'position': [-1.2730689, 49.59935], 'departement': 'Zq-A4qh_Qkqm5NMj9QTogg', 'forme': 'Saint-Vaast-la-Hougue'}, {'id': '8jp6XCOFTtSR-nbfK7TcOg', 'zone': '2', 'debut': 2844, 'fin': 2852, 'position': [-1.6954165, 49.35204], 'departement': 'Zq-A4qh_Qkqm5NMj9QTogg', 'forme': 'Portbail'}, {'id': 'Zq-A4qh_Qkqm5NMj9QTogg', 'zone': '2', 'debut': 2917, 'fin': 2923, 'forme': 'Manche'}, {'id': '8jp6XCOFTtSR-nbfK7TcOg', 'zone': 'geographie', 'debut': 0, 'fin': 8, 'position': [-1.6954165, 49.35204], 'departement': 'Zq-A4qh_Qkqm5NMj9QTogg', 'forme': 'Portbail'}];http://troove.ouest-france.fr/lieu/2qkytkdySLu-hZko4yZhHQ?Saint-Vaast-la-Hougue http://troove.ouest-france.fr/lieu/Zq-A4qh_Qkqm5NMj9QTogg?Manche http://troove.ouest-france.fr/lieu/8jp6XCOFTtSR-nbfK7TcOg?Portbail
René Audrain;démissionne;2017-07-14 00:00:00;Sainte-Brigitte , Silfiac;<p>Conseil Municipal. René Audrain démissionne !</p>;http://troove.ouest-france.fr/article/MjAxN2EzMGIyZjZjOGQ0ZGIxMGJjYThiNDkxYjEwNTg1NWJjZA;[{'id': '7wTVEiWuQgyeQVVHl90hDQ', 'zone': '1', 'debut': 210, 'fin': 217, 'position': [-3.1725245, 48.144943], 'departement': 'C80NjYgyR16Js4ZKjtxm6g', 'forme': 'Silfiac'}, {'id': '6HlHhtCrRTqiY89yDFw7Xg', 'zone': '1', 'debut': 323, 'fin': 338, 'position': [-3.110205, 48.17714], 'departement': 'C80NjYgyR16Js4ZKjtxm6g', 'forme': 'Sainte-Brigitte'}, {'id': '6HlHhtCrRTqiY89yDFw7Xg', 'zone': 'geographie', 'debut': 0, 'fin': 15, 'position': [-3.110205, 48.17714], 'departement': 'C80NjYgyR16Js4ZKjtxm6g', 'forme': 'Sainte-Brigitte'}];http://troove.ouest-france.fr/lieu/7wTVEiWuQgyeQVVHl90hDQ?Silfiac http://troove.ouest-france.fr/lieu/6HlHhtCrRTqiY89yDFw7Xg?Sainte-Brigitte
Camille Besnier;démissionne;2017-09-23 00:00:00;;Conseil municipal : Pourquoi Camille Besnier démissionne;http://troove.ouest-france.fr/article/MjAxN2I2ODU2Mjg3NmQ1MmE4OWYwODRiODFhZDkzMmM0OTA2Yg;[];
Patrick Jacquet;démissionne;2018-03-12 00:00:00;;Patrick Jacquet démissionne du conseil municipal;http://troove.ouest-france.fr/article/MjAxOGEwZmUxMGM5ZWZkMjc1ZjExOTY5YzViZGIzYzc5NWNiYg;[];
Annie Messager;démissionné;2017-07-01 00:00:00;Louargat;<p>Annie Messager démissionne du conseil municipal</p>;http://troove.ouest-france.fr/article/MjAxN2EyNDJjOGE4YTc2MTRiNjY3ZjJlOWMwMDE1MDc4ZmQ5Yw;[{'id': 'Q1rP97JeQ0eWPDLguvLYNA', 'zone': 'geographie', 'debut': 0, 'fin': 8, 'position': [-3.3410134, 48.5612], 'departement': '2FUGnWnzQkmIxSdWQi4OrQ', 'forme': 'Louargat'}];http://troove.ouest-france.fr/lieu/Q1rP97JeQ0eWPDLguvLYNA?Louargat
Joseph Gaudin;démissionne;2017-10-05 00:00:00;Sarthe , Grez , Bouère , Grez-en-Bouère;<p>Conseil municipal. Joseph Gaudin démissionne</p>;http://troove.ouest-france.fr/article/MjAxN2I0ZmQzNmRhNTA1MDU2MDMxOGMxMTExZmNjZDUyNDFiNQ;[{'id': 'nfkfX9n9RC69MOpDG7PJAg', 'zone': '1', 'debut': 30, 'fin': 44, 'position': [-0.53781325, 47.87039], 'departement': 'MqGoXqPkTO-GdVUhKy8CqQ', 'forme': 'Grez-en-Bouère'}, {'id': 'nfkfX9n9RC69MOpDG7PJAg', 'zone': '2', 'debut': 3, 'fin': 17, 'position': [-0.53781325, 47.87039], 'departement': 'MqGoXqPkTO-GdVUhKy8CqQ', 'forme': 'Grez-en-Bouère'}, {'id': 'nfkfX9n9RC69MOpDG7PJAg', 'zone': '2', 'debut': 197, 'fin': 211, 'position': [-0.53781325, 47.87039], 'departement': 'MqGoXqPkTO-GdVUhKy8CqQ', 'forme': 'Grez-en-Bouère'}, {'id': '-jovam9TQICS8TY1QQ4IoQ', 'zone': '2', 'debut': 362, 'fin': 368, 'position': [-0.48462248, 47.860634], 'departement': 'MqGoXqPkTO-GdVUhKy8CqQ', 'forme': 'Bouère'}, {'id': 'nfkfX9n9RC69MOpDG7PJAg', 'zone': '2', 'debut': 413, 'fin': 427, 'position': [-0.53781325, 47.87039], 'departement': 'MqGoXqPkTO-GdVUhKy8CqQ', 'forme': 'Grez-en-Bouère'}, {'id': 'cf6LW-3dT_eEd0981PVa5g', 'zone': '2', 'debut': 1452, 'fin': 1456, 'position': [1.9788209, 49.633724], 'departement': '7EXstZ6qQnSomJoOcn_25w', 'forme': 'Grez'}, {'id': 'nfkfX9n9RC69MOpDG7PJAg', 'zone': '4', 'debut': 53, 'fin': 67, 'position': [-0.53781325, 47.87039], 'departement': 'MqGoXqPkTO-GdVUhKy8CqQ', 'forme': 'Grez-en-Bouère'}, {'id': '5YOH6DTESwmmRJeq488_Ig', 'zone': 'geographie', 'debut': 0, 'fin': 6, 'forme': 'Sarthe'}];http://troove.ouest-france.fr/lieu/cf6LW-3dT_eEd0981PVa5g?Grez http://troove.ouest-france.fr/lieu/-jovam9TQICS8TY1QQ4IoQ?Bouère http://troove.ouest-france.fr/lieu/5YOH6DTESwmmRJeq488_Ig?Sarthe http://troove.ouest-france.fr/lieu/nfkfX9n9RC69MOpDG7PJAg?Grez-en-Bouère
Brigitte Le Roy;envoyé;2018-02-15 00:00:00;Casteljaloux , Lot-et-Garonne , René;<p>Démission au conseil municipal</p>;http://troove.ouest-france.fr/article/MjAxOGFiODc5NTkzYzg5YzE5MTA0Mzc2MTUzNmRkZDEwMmRhZQ;[{'id': 'JtMEyxu2Q9ShRw-MNS1RLQ', 'zone': '1', 'debut': 105, 'fin': 117, 'position': [0.084538616, 44.311474], 'forme': 'Casteljaloux'}, {'id': 'YWYUXLAcTZC1uTH1uUoGxQ', 'zone': '1', 'debut': 184, 'fin': 198, 'forme': 'Lot-et-Garonne'}, {'id': 'JtMEyxu2Q9ShRw-MNS1RLQ', 'zone': '1', 'debut': 337, 'fin': 349, 'position': [0.084538616, 44.311474], 'forme': 'Casteljaloux'}, {'id': 'YWYUXLAcTZC1uTH1uUoGxQ', 'zone': '1', 'debut': 696, 'fin': 710, 'forme': 'Lot-et-Garonne'}, {'id': 'JtMEyxu2Q9ShRw-MNS1RLQ', 'zone': '1', 'debut': 992, 'fin': 1004, 'position': [0.084538616, 44.311474], 'forme': 'Casteljaloux'}, {'id': 'S08z514zSOCO7ixO-c-ePw', 'zone': '1', 'debut': 1057, 'fin': 1061, 'position': [0.21720216, 48.276653], 'forme': 'René'}, {'id': 'YWYUXLAcTZC1uTH1uUoGxQ', 'zone': 'geographie', 'debut': 0, 'fin': 14, 'forme': 'Lot-et-Garonne'}];http://troove.ouest-france.fr/lieu/S08z514zSOCO7ixO-c-ePw?René http://troove.ouest-france.fr/lieu/JtMEyxu2Q9ShRw-MNS1RLQ?Casteljaloux http://troove.ouest-france.fr/lieu/YWYUXLAcTZC1uTH1uUoGxQ?Lot-et-Garonne
Catherine Tahan;démissionne;2017-04-05 00:00:00;Vire Normandie;Vire. Catherine Tahan démissionne du conseil municipal;http://troove.ouest-france.fr/article/MjAxN2E2ODgwN2JhNTgwMjkwNGI2OTAzODZkYjA3MzBkZmZiMQ;[{'id': 'cqXJ7mhISCuJzn87LU9JBA', 'zone': '2', 'debut': 1169, 'fin': 1183, 'position': [-0.8896019, 48.85125], 'departement': 'nROkd9wwQTKC-_7EP-i5bA', 'forme': 'Vire Normandie'}, {'id': 'cqXJ7mhISCuJzn87LU9JBA', 'zone': 'geographie', 'debut': 0, 'fin': 14, 'position': [-0.8896019, 48.85125], 'departement': 'nROkd9wwQTKC-_7EP-i5bA', 'forme': 'Vire Normandie'}];http://troove.ouest-france.fr/lieu/cqXJ7mhISCuJzn87LU9JBA?Vire Normandie
José Doré;démissionne;2018-01-03 00:00:00;Lanloup;<p>Conseil municipal. José Doré démissionne</p>;http://troove.ouest-france.fr/article/MjAxOGExY2I4NWRhZDc0YmMyMmMwN2FjZDA1MmVlNmNjZGQxOQ;[{'id': '7fVZhrU5SdS6znIHw71-jQ', 'zone': 'geographie', 'debut': 0, 'fin': 7, 'position': [-2.968844, 48.70993], 'departement': '2FUGnWnzQkmIxSdWQi4OrQ', 'forme': 'Lanloup'}];http://troove.ouest-france.fr/lieu/7fVZhrU5SdS6znIHw71-jQ?Lanloup
Catherine Ravera;démissionné;2017-10-20 00:00:00;Jardin , Tilly-sur-Seulles;"<p class=""Titre"">Cascade de démissions au conseil municipal</p>";http://troove.ouest-france.fr/article/MjAxN2I5NGJmMjZjNzYxYWRkNjlkM2QyMGYxMTcxZTlkZGMzMQ;[{'id': '4D6SkuY2Smuk8bC-JmL4fA', 'zone': '1', 'debut': 911, 'fin': 917, 'position': [4.9109445, 45.492805], 'departement': '-RLM_4u5S764jbVC_BEMRw', 'forme': 'Jardin'}, {'id': 'hlejzvQPRO-wZoCGPVjpdA', 'zone': 'geographie', 'debut': 0, 'fin': 17, 'position': [-0.6234177, 49.171867], 'departement': 'nROkd9wwQTKC-_7EP-i5bA', 'forme': 'Tilly-sur-Seulles'}];http://troove.ouest-france.fr/lieu/hlejzvQPRO-wZoCGPVjpdA?Tilly-sur-Seulles http://troove.ouest-france.fr/lieu/4D6SkuY2Smuk8bC-JmL4fA?Jardin
Bernard Amiot;démissionné;2017-03-28 00:00:00;François;<p>Conseil municipal. Bernard Amiot a démissionné</p>;http://troove.ouest-france.fr/article/MjAxN2E0MzQyOGFkNzU0MzQ5NzZhMzM3YmQwY2EzYWM2Mzc2Mw;[{'id': 'YIMrAZCZTRC9JKwvVtpHjQ', 'zone': '1', 'debut': 271, 'fin': 279, 'position': [-0.3440734, 46.38221], 'departement': 'alAXsme0R8CyPevkUIqyig', 'forme': 'François'}];http://troove.ouest-france.fr/lieu/YIMrAZCZTRC9JKwvVtpHjQ?François
Gaëlle Vincent;démissionne;2017-03-17 00:00:00;Rémy , Saint-Georges-de-Pointindoux , Vincent , La Mothe-Achard , La Chapelle-Achard;<p>Gaëlle Vincent démissionne du conseil municipal</p>;http://troove.ouest-france.fr/article/MjAxN2EzMmI2MTA5YmZkNjAzMWQ1OGIwZGIxY2RjZDNjYTI0Nw;[{'id': '_my2wULKRdmtS50J76hO6w', 'zone': '2', 'debut': 318, 'fin': 322, 'position': [2.9588168, 50.257088], 'departement': 'd1paKjHHSwW_9EHTM6W8yA', 'forme': 'Rémy'}, {'id': 'AyQi3Ec9QyKcBvlriqPKQA', 'zone': '2', 'debut': 1291, 'fin': 1298, 'position': [5.482433, 46.787754], 'departement': 'itWet-urRvSRctKrCODltw', 'forme': 'Vincent'}, {'id': 'rYWd2SMpRJSHFDCOUfHSkA', 'zone': '2', 'debut': 1568, 'fin': 1583, 'position': [-1.6503816, 46.616364], 'departement': 'MPmlwlNtS6iAhx4ByL0Ktw', 'forme': 'La Mothe-Achard'}, {'id': 'R-lbv0S4RE69D4upPoF_pQ', 'zone': '2', 'debut': 1587, 'fin': 1605, 'position': [-1.661444, 46.586983], 'departement': 'MPmlwlNtS6iAhx4ByL0Ktw', 'forme': 'La Chapelle-Achard'}, {'id': '_my2wULKRdmtS50J76hO6w', 'zone': '2', 'debut': 2035, 'fin': 2039, 'position': [2.9588168, 50.257088], 'departement': 'd1paKjHHSwW_9EHTM6W8yA', 'forme': 'Rémy'}, {'id': '_my2wULKRdmtS50J76hO6w', 'zone': '2', 'debut': 2530, 'fin': 2534, 'position': [2.9588168, 50.257088], 'departement': 'd1paKjHHSwW_9EHTM6W8yA', 'forme': 'Rémy'}, {'id': 'mPlsqeIIR8asNkPpCFo5Ww', 'zone': 'geographie', 'debut': 0, 'fin': 28, 'position': [-1.6288183, 46.642345], 'departement': 'MPmlwlNtS6iAhx4ByL0Ktw', 'forme': 'Saint-Georges-de-Pointindoux'}];http://troove.ouest-france.fr/lieu/AyQi3Ec9QyKcBvlriqPKQA?Vincent http://troove.ouest-france.fr/lieu/R-lbv0S4RE69D4upPoF_pQ?La Chapelle-Achard http://troove.ouest-france.fr/lieu/mPlsqeIIR8asNkPpCFo5Ww?Saint-Georges-de-Pointindoux http://troove.ouest-france.fr/lieu/_my2wULKRdmtS50J76hO6w?Rémy http://troove.ouest-france.fr/lieu/rYWd2SMpRJSHFDCOUfHSkA?La Mothe-Achard
François Ferrette;annoncé;2017-07-13 00:00:00;Alençon , Paris;Alençon. François Ferrette, conseiller municipal, démissionne;http://troove.ouest-france.fr/article/MjAxN2FkZjJkYTg1OTg2ZGMzYTM5OGI2YTRkZjYxMWI0YTdkOQ;[{'id': 'xlJ0YVafS8CK4Jx0ub-x7A', 'zone': '0', 'debut': 0, 'fin': 7, 'position': [0.091540694, 48.43182], 'departement': 'E-6rHiJWSYuR_KXL2z2KCQ', 'forme': 'Alençon'}, {'id': 'xlJ0YVafS8CK4Jx0ub-x7A', 'zone': '1', 'debut': 68, 'fin': 75, 'position': [0.091540694, 48.43182], 'departement': 'E-6rHiJWSYuR_KXL2z2KCQ', 'forme': 'Alençon'}, {'id': 'xlJ0YVafS8CK4Jx0ub-x7A', 'zone': '2', 'debut': 170, 'fin': 177, 'position': [0.091540694, 48.43182], 'departement': 'E-6rHiJWSYuR_KXL2z2KCQ', 'forme': 'Alençon'}, {'id': 'fbuMrh28TLuaKiPSkU77AA', 'zone': '2', 'debut': 3505, 'fin': 3510, 'position': [2.351828, 48.85658], 'forme': 'Paris'}, {'id': 'xlJ0YVafS8CK4Jx0ub-x7A', 'zone': 'geographie', 'debut': 0, 'fin': 7, 'position': [0.091540694, 48.43182], 'departement': 'E-6rHiJWSYuR_KXL2z2KCQ', 'forme': 'Alençon'}];http://troove.ouest-france.fr/lieu/fbuMrh28TLuaKiPSkU77AA?Paris http://troove.ouest-france.fr/lieu/xlJ0YVafS8CK4Jx0ub-x7A?Alençon
Marie Talbot;démissionne;2017-09-16 00:00:00;Concarneau;<p>Marie Talbot démissionne du conseil municipal</p>;http://troove.ouest-france.fr/article/MjAxN2JiNmEyYWMzMGJhMzdhMTk2YmJmZjBjYTM3ZmU3MDYwMg;[{'id': 'fL1jY4p_S2WsOqg1O83wlg', 'zone': 'geographie', 'debut': 0, 'fin': 10, 'position': [-3.9071686, 47.896626], 'departement': 'wdDVlbaKRhqAXU-867NOOA', 'forme': 'Concarneau'}];http://troove.ouest-france.fr/lieu/fL1jY4p_S2WsOqg1O83wlg?Concarneau
Franck Amiaud;démissionné;2017-09-13 00:00:00;Saint-Hilaire-de-Loulay;<p>Michel Pavageau intègre le conseil municipal</p>;http://troove.ouest-france.fr/article/MjAxN2I4MGU4OWU0MjgyNDA0YzdjYTRhZTZlMzM0YWI1YjJiZQ;[{'id': 'GTipO6vbQNC3bRkH6dHMsQ', 'zone': 'geographie', 'debut': 0, 'fin': 23, 'position': [-1.3276674, 47.008537], 'departement': 'MPmlwlNtS6iAhx4ByL0Ktw', 'forme': 'Saint-Hilaire-de-Loulay'}];http://troove.ouest-france.fr/lieu/GTipO6vbQNC3bRkH6dHMsQ?Saint-Hilaire-de-Loulay
Aurore Landemaine;démissionné;2017-07-14 00:00:00;La Bazouge-des-Alleux;<p>Aurore Landemaine a démissionné du conseil municipal</p>;http://troove.ouest-france.fr/article/MjAxN2E4OGNkNjQzMGRlNGJmZjYxZjZhZTAwOGJjNjY5OTU5OQ;[{'id': 'i3jUIYAWQsa1733vMmNTWA', 'zone': 'geographie', 'debut': 0, 'fin': 21, 'position': [-0.6013601, 48.186443], 'departement': 'MqGoXqPkTO-GdVUhKy8CqQ', 'forme': 'La Bazouge-des-Alleux'}];http://troove.ouest-france.fr/lieu/i3jUIYAWQsa1733vMmNTWA?La Bazouge-des-Alleux
Régine Moisan;annonce;2017-03-26 00:00:00;La Chèze;La Chèze. Sixième démission au conseil municipal;http://troove.ouest-france.fr/article/MjAxN2E4Mzk4ODRmM2NhZDQwOGMwM2ZjMzIwNDZmOWE2MmNkYg;[{'id': 'PZltE_f9R8Ki_0b8nb1P_w', 'zone': '0', 'debut': 0, 'fin': 8, 'position': [-2.662609, 48.134632], 'departement': '2FUGnWnzQkmIxSdWQi4OrQ', 'forme': 'La Chèze'}, {'id': 'PZltE_f9R8Ki_0b8nb1P_w', 'zone': '1', 'debut': 25, 'fin': 33, 'position': [-2.662609, 48.134632], 'departement': '2FUGnWnzQkmIxSdWQi4OrQ', 'forme': 'La Chèze'}, {'id': 'PZltE_f9R8Ki_0b8nb1P_w', 'zone': '2', 'debut': 82, 'fin': 90, 'position': [-2.662609, 48.134632], 'departement': '2FUGnWnzQkmIxSdWQi4OrQ', 'forme': 'La Chèze'}, {'id': 'PZltE_f9R8Ki_0b8nb1P_w', 'zone': '3', 'debut': 72, 'fin': 80, 'position': [-2.662609, 48.134632], 'departement': '2FUGnWnzQkmIxSdWQi4OrQ', 'forme': 'La Chèze'}, {'id': 'PZltE_f9R8Ki_0b8nb1P_w', 'zone': 'geographie', 'debut': 0, 'fin': 8, 'position': [-2.662609, 48.134632], 'departement': '2FUGnWnzQkmIxSdWQi4OrQ', 'forme': 'La Chèze'}];http://troove.ouest-france.fr/lieu/PZltE_f9R8Ki_0b8nb1P_w?La Chèze
Agnès Croix;démissionne;2017-03-14 00:00:00;;<p>Agnès Croix démissionne du conseil municipal</p>;http://troove.ouest-france.fr/article/MjAxN2FkN2RkYTg5NmM1M2QxNTA0N2YyZDFhYzQ1NzUzMWIxNw;[];
Yannig Quéré;démissionne;2018-02-22 00:00:00;Pleumeur-Bodou;<p>Conseil municipal. Yannig Quéré démissionne</p>;http://troove.ouest-france.fr/article/MjAxOGE1OGE5ZmM1YTNjZDRjZGY4MGE4ZTNkZWVlZDUxYjI3Nw;[{'id': 'c3uTuJfAT9KF1_zXiCC16w', 'zone': 'geographie', 'debut': 0, 'fin': 14, 'position': [-3.5172105, 48.785286], 'forme': 'Pleumeur-Bodou'}];http://troove.ouest-france.fr/lieu/c3uTuJfAT9KF1_zXiCC16w?Pleumeur-Bodou
Maxime Lelièvre;démissionne;2017-10-13 00:00:00;Essonne , Châteaubriant;<p>Maxime Lelièvre démissionne du conseil municipal</p>;http://troove.ouest-france.fr/article/MjAxN2JjMjM4NjJkMDYzYWM2N2ZhODQ3MDE0MGZlZjRjZDM3Nw;[{'id': 'EUnXFNAVRf6sOI5A6thAuw', 'zone': '1', 'debut': 110, 'fin': 117, 'forme': 'Essonne'}, {'id': 'VgM8X0tGSQGjGeZtpXC-uA', 'zone': '1', 'debut': 244, 'fin': 257, 'position': [-1.386648, 47.722157], 'departement': 'A1WTH52iRi-XwyLykBjyVw', 'forme': 'Châteaubriant'}, {'id': 'VgM8X0tGSQGjGeZtpXC-uA', 'zone': '1', 'debut': 367, 'fin': 380, 'position': [-1.386648, 47.722157], 'departement': 'A1WTH52iRi-XwyLykBjyVw', 'forme': 'Châteaubriant'}, {'id': 'VgM8X0tGSQGjGeZtpXC-uA', 'zone': 'geographie', 'debut': 0, 'fin': 13, 'position': [-1.386648, 47.722157], 'departement': 'A1WTH52iRi-XwyLykBjyVw', 'forme': 'Châteaubriant'}];http://troove.ouest-france.fr/lieu/EUnXFNAVRf6sOI5A6thAuw?Essonne http://troove.ouest-france.fr/lieu/VgM8X0tGSQGjGeZtpXC-uA?Châteaubriant
Robert Gastineau;remplacera;2017-10-13 00:00:00;Essonne , Châteaubriant;<p>Maxime Lelièvre démissionne du conseil municipal</p>;http://troove.ouest-france.fr/article/MjAxN2JjMjM4NjJkMDYzYWM2N2ZhODQ3MDE0MGZlZjRjZDM3Nw;[{'id': 'EUnXFNAVRf6sOI5A6thAuw', 'zone': '1', 'debut': 110, 'fin': 117, 'forme': 'Essonne'}, {'id': 'VgM8X0tGSQGjGeZtpXC-uA', 'zone': '1', 'debut': 244, 'fin': 257, 'position': [-1.386648, 47.722157], 'departement': 'A1WTH52iRi-XwyLykBjyVw', 'forme': 'Châteaubriant'}, {'id': 'VgM8X0tGSQGjGeZtpXC-uA', 'zone': '1', 'debut': 367, 'fin': 380, 'position': [-1.386648, 47.722157], 'departement': 'A1WTH52iRi-XwyLykBjyVw', 'forme': 'Châteaubriant'}, {'id': 'VgM8X0tGSQGjGeZtpXC-uA', 'zone': 'geographie', 'debut': 0, 'fin': 13, 'position': [-1.386648, 47.722157], 'departement': 'A1WTH52iRi-XwyLykBjyVw', 'forme': 'Châteaubriant'}];http://troove.ouest-france.fr/lieu/EUnXFNAVRf6sOI5A6thAuw?Essonne http://troove.ouest-france.fr/lieu/VgM8X0tGSQGjGeZtpXC-uA?Châteaubriant
Damien Bongart;remplace;2017-09-12 00:00:00;Rennes;<p>Deux démissions au conseil municipal</p>;http://troove.ouest-france.fr/article/MjAxN2I2Zjg3NjIxZmExZWU4MTA0MDNkZjJjY2VhODY3YzVmYw;[{'id': '0h0HIDYvR26m6VbwWRkONw', 'zone': 'geographie', 'debut': 0, 'fin': 6, 'position': [-1.6818645, 48.11198], 'departement': '04dj-WZtTPids-mtu_vG_w', 'forme': 'Rennes'}];http://troove.ouest-france.fr/lieu/0h0HIDYvR26m6VbwWRkONw?Rennes
Caroline Founini;démissionnaire;2017-10-03 00:00:00;La Roche-sur-Yon;Pierre Regnault démissionne du conseil municipal;http://troove.ouest-france.fr/article/MjAxN2I4NTBmZjg0NWJlZjE1Mjc1MTE5YWIxY2Q1ZDQ0MmFmMg;[{'id': 'XWJvoU6JQ9W3aMcLmrxypg', 'zone': '2', 'debut': 1860, 'fin': 1876, 'position': [-1.4077954, 46.667526], 'departement': 'MPmlwlNtS6iAhx4ByL0Ktw', 'forme': 'La Roche-sur-Yon'}, {'id': 'XWJvoU6JQ9W3aMcLmrxypg', 'zone': 'geographie', 'debut': 0, 'fin': 16, 'position': [-1.4077954, 46.667526], 'departement': 'MPmlwlNtS6iAhx4ByL0Ktw', 'forme': 'La Roche-sur-Yon'}];http://troove.ouest-france.fr/lieu/XWJvoU6JQ9W3aMcLmrxypg?La Roche-sur-Yon
